timestamp;bidPrice;askPrice;transportFees;exportTariff;importTariff;sugarPrice;sunlightIndex;day
461200;651.5;653.0;1.1;10.5;-3.5;214.2568579;41.42;1
461300;654.0;655.5;1.1;10.5;-3.5;214.282513;41.46;1
461400;653.5;655.0;1.1;10.5;-3.5;214.3769656;41.49;1
461500;654.5;656.0;1.1;10.5;-3.5;214.5874401;41.52;1
461600;650.0;651.5;1.1;10.5;-3.5;214.5277363;41.56;1
461700;651.0;652.5;1.1;10.5;-3.5;214.8943459;41.6;1
461800;649.0;650.5;1.1;10.5;-3.5;214.7841669;41.63;1
461900;653.0;654.5;1.1;10.5;-3.5;214.9044249;41.66;1
462000;652.5;654.0;1.1;10.5;-3.5;214.6217712;41.7;1
462100;651.5;653.0;1.1;10.5;-3.5;214.536154;41.74;1
462200;646.0;647.5;1.1;10.5;-3.5;214.4578493;41.77;1
462300;644.0;645.5;1.1;10.5;-3.5;214.2719946;41.8;1
462400;647.0;648.5;1.1;10.5;-3.5;214.3258227;41.84;1
462500;646.5;648.0;1.1;10.5;-3.5;214.3257144;41.88;1
462600;646.5;648.0;1.1;10.5;-3.5;214.4741224;41.91;1
462700;647.0;648.5;1.1;10.5;-3.5;214.3509703;41.94;1
462800;648.0;649.5;1.1;10.5;-3.5;214.3595606;41.98;1
462900;644.5;646.0;1.1;10.5;-3.5;214.1807572;42.02;1
463000;643.5;645.0;1.1;10.5;-3.5;214.4212199;42.05;1
463100;643.5;645.5;1.1;10.5;-3.5;214.5683269;42.08;1
463200;641.0;642.5;1.1;10.5;-3.5;214.5178461;42.12;1
463300;637.0;638.5;1.1;10.5;-3.5;214.3783936;42.16;1
463400;634.0;635.5;1.1;10.5;-3.5;214.2728543;42.19;1
463500;635.0;636.5;1.1;10.5;-3.5;214.2096725;42.22;1
463600;635.5;637.0;1.1;10.5;-3.5;214.036084;42.26;1
463700;633.5;635.0;1.1;10.5;-3.5;213.6644348;42.3;1
463800;635.0;636.5;1.1;10.5;-3.5;213.6931071;42.33;1
463900;629.0;630.5;1.1;10.5;-3.5;213.5350625;42.36;1
464000;625.5;627.0;1.1;10.5;-3.5;213.5118773;42.4;1
464100;627.5;629.0;1.1;10.5;-3.5;213.63103;42.44;1
464200;626.5;628.0;1.1;10.5;-3.5;213.65092;42.47;1
464300;628.5;630.0;1.1;10.5;-3.5;213.6384115;42.5;1
464400;628.0;630.0;1.1;10.5;-3.5;213.5411133;42.54;1
464500;629.5;631.0;1.1;10.5;-3.5;213.7712124;42.58;1
464600;631.5;633.0;1.1;10.5;-3.5;213.8534778;42.61;1
464700;627.5;629.0;1.1;10.5;-3.5;213.6274342;42.64;1
464800;626.0;627.5;1.1;10.5;-3.5;213.6116002;42.68;1
464900;625.5;627.0;1.1;10.5;-3.5;213.5299688;42.72;1
465000;629.0;630.5;1.1;10.5;-3.5;213.5911187;42.75;1
465100;631.0;632.5;1.1;10.5;-3.5;213.7450188;42.78;1
465200;630.5;632.0;1.1;10.5;-3.5;213.8745466;42.82;1
465300;631.0;632.5;1.1;10.5;-3.5;213.6904125;42.86;1
465400;631.5;633.0;1.1;10.5;-3.5;213.7482218;42.89;1
465500;632.5;634.0;1.1;10.5;-3.5;213.6775378;42.92;1
465600;635.0;636.5;1.1;10.5;-3.5;213.7030025;42.96;1
465700;635.0;637.0;1.1;10.5;-3.5;213.6191579;43.0;1
465800;629.5;631.0;1.1;10.5;-3.5;213.146183;43.03;1
465900;624.5;626.0;1.1;10.5;-3.5;213.0249101;43.06;1
466000;625.0;626.5;1.1;10.5;-3.5;213.0968151;43.1;1
466100;624.5;626.0;1.1;10.5;-3.5;213.032452;43.14;1
466200;626.0;627.5;1.1;10.5;-3.5;213.0202905;43.17;1
466300;628.0;629.5;1.1;10.5;-3.5;212.8982752;43.2;1
466400;626.0;627.5;1.1;10.5;-3.5;212.8421926;43.24;1
466500;624.0;625.5;1.1;10.5;-3.5;212.6863375;43.28;1
466600;625.5;627.0;1.1;10.5;-3.5;212.8382464;43.31;1
466700;625.0;627.0;1.1;10.5;-3.5;212.8405183;43.34;1
466800;621.5;623.0;1.1;10.5;-3.5;212.6772431;43.38;1
466900;624.5;626.0;1.1;10.5;-3.5;212.852675;43.42;1
467000;625.5;627.0;1.1;10.5;-3.5;213.0711833;43.45;1
467100;624.0;625.5;1.1;10.5;-3.5;213.1254812;43.48;1
467200;623.5;625.5;1.1;10.5;-3.5;212.8950337;43.52;1
467300;625.5;627.0;1.1;10.5;-3.5;213.2997618;43.56;1
467400;625.5;627.5;1.1;10.5;-3.5;212.9746541;43.59;1
467500;624.5;626.0;1.1;10.5;-3.5;212.8381064;43.62;1
467600;626.5;628.0;1.1;10.5;-3.5;212.933445;43.66;1
467700;622.0;623.5;1.1;10.5;-3.5;212.7444839;43.7;1
467800;621.5;623.0;1.1;10.5;-3.5;212.6764457;43.73;1
467900;623.0;624.5;1.1;10.5;-3.5;212.7869203;43.76;1
468000;621.5;623.0;1.1;10.5;-3.5;212.5797642;43.8;1
468100;621.5;623.0;1.1;10.5;-3.5;212.7670635;43.84;1
468200;624.5;626.0;1.1;10.5;-3.5;212.802396;43.87;1
468300;628.5;630.0;1.1;10.5;-3.5;212.989111;43.9;1
468400;627.5;629.0;1.1;10.5;-3.5;212.5978016;43.94;1
468500;625.0;626.5;1.1;10.5;-3.5;212.4589469;43.98;1
468600;629.0;630.5;1.1;10.5;-3.5;212.6681904;44.01;1
468700;632.0;633.5;1.1;10.5;-3.5;212.7024112;44.04;1
468800;629.0;630.5;1.1;10.5;-3.5;212.6101129;44.08;1
468900;629.0;630.5;1.1;10.5;-3.5;212.7628829;44.12;1
469000;634.0;635.5;1.1;10.5;-3.5;212.8733194;44.15;1
469100;634.0;635.5;1.1;10.5;-3.5;213.0261326;44.18;1
469200;636.0;637.5;1.1;10.5;-3.5;213.2854594;44.22;1
469300;634.0;635.5;1.1;10.5;-3.5;213.1609262;44.26;1
469400;631.5;633.0;1.1;10.5;-3.5;213.0969106;44.29;1
469500;633.5;635.0;1.1;10.5;-3.5;213.4490728;44.32;1
469600;634.5;636.0;1.1;10.5;-3.5;213.4287798;44.36;1
469700;635.5;637.0;1.1;10.5;-3.5;213.0151945;44.4;1
469800;637.5;639.0;1.1;10.5;-3.5;213.0689278;44.43;1
469900;639.0;640.5;1.1;10.5;-3.5;212.9052362;44.46;1
470000;639.0;640.5;1.1;10.5;-3.5;213.1149376;44.5;1
470100;640.0;641.5;1.1;10.5;-3.5;213.2155141;44.54;1
470200;637.0;638.5;1.1;10.5;-3.5;213.2455099;44.57;1
470300;633.0;634.5;1.1;10.5;-3.5;213.0888149;44.6;1
470400;629.5;631.0;1.1;10.5;-3.5;212.424803;44.64;1
470500;630.5;632.0;1.1;10.5;-3.5;212.5057338;44.68;1
470600;631.0;632.5;1.1;10.5;-3.5;212.3435673;44.71;1
470700;632.0;633.5;1.1;10.5;-3.5;212.3367502;44.74;1
470800;632.0;633.5;1.1;10.5;-3.5;212.3094301;44.78;1
470900;630.5;632.0;1.1;10.5;-3.5;212.2953015;44.82;1
471000;632.0;633.5;1.1;10.5;-3.5;212.4266677;44.85;1
471100;632.5;634.0;1.1;10.5;-3.5;212.3735927;44.88;1
471200;636.5;638.0;1.1;10.5;-3.5;212.4523762;44.92;1
471300;640.0;641.5;1.1;10.5;-3.5;212.7004873;44.96;1
471400;640.0;641.5;1.1;10.5;-3.5;212.9530356;44.99;1
471500;638.0;639.5;1.1;10.5;-3.5;212.7391724;45.02;1
471600;640.5;642.0;1.1;10.5;-3.5;212.6887683;45.06;1
471700;643.5;645.0;1.1;10.5;-3.5;213.1256113;45.1;1
471800;645.5;647.0;1.1;10.5;-3.5;213.2224418;45.13;1
471900;646.0;647.5;1.1;10.5;-3.5;213.068952;45.16;1
472000;646.0;647.5;1.1;10.5;-3.5;212.9420469;45.2;1
472100;646.5;648.0;1.1;10.5;-3.5;212.9328837;45.24;1
472200;645.0;646.5;1.1;10.5;-3.5;212.8770443;45.27;1
472300;644.0;645.5;1.1;10.5;-3.5;212.6491999;45.3;1
472400;642.5;644.0;1.1;10.5;-3.5;212.633587;45.34;1
472500;643.5;645.0;1.1;10.5;-3.5;212.4772826;45.38;1
472600;641.0;642.5;1.1;10.5;-3.5;212.2991322;45.41;1
472700;642.5;644.0;1.1;10.5;-3.5;212.6120171;45.44;1
472800;641.0;642.5;1.1;10.5;-3.5;212.4541035;45.48;1
472900;644.0;645.5;1.1;10.5;-3.5;212.585226;45.52;1
473000;646.5;648.0;1.1;10.5;-3.5;212.6745057;45.55;1
473100;648.0;649.5;1.1;10.5;-3.5;212.945792;45.58;1
473200;648.0;649.5;1.1;10.5;-3.5;212.9903437;45.62;1
473300;650.0;651.5;1.1;10.5;-3.5;213.3875003;45.66;1
473400;652.5;654.0;1.1;10.5;-3.5;213.5438592;45.69;1
473500;652.5;654.0;1.1;10.5;-3.5;213.6935676;45.72;1
473600;650.5;652.0;1.1;10.5;-3.5;213.6629866;45.76;1
473700;654.0;655.5;1.1;10.5;-3.5;213.8558259;45.8;1
473800;655.5;657.0;1.1;10.5;-3.5;213.8743263;45.83;1
473900;653.0;654.5;1.1;10.5;-3.5;213.8076035;45.86;1
474000;654.0;655.5;1.1;10.5;-3.5;213.7978069;45.9;1
474100;655.0;656.5;1.1;10.5;-3.5;213.6777087;45.94;1
474200;655.5;657.0;1.1;10.5;-3.5;213.7801017;45.97;1
474300;652.0;653.5;1.1;10.5;-3.5;213.6089262;46.0;1
474400;656.5;658.0;1.1;10.5;-3.5;213.6696374;46.04;1
474500;652.0;653.5;1.1;10.5;-3.5;213.5480281;46.08;1
474600;653.0;654.5;1.1;10.5;-3.5;213.4297119;46.11;1
474700;654.5;656.0;1.1;10.5;-3.5;213.5194088;46.14;1
474800;653.0;654.5;1.1;10.5;-3.5;213.2492612;46.18;1
474900;653.5;655.0;1.1;10.5;-3.5;213.2992838;46.22;1
475000;651.5;653.0;1.1;10.5;-3.5;213.0524229;46.25;1
475100;652.5;654.0;1.1;10.5;-3.5;213.1864843;46.28;1
475200;651.0;652.5;1.1;10.5;-3.5;213.1296699;46.32;1
475300;647.5;649.0;1.1;10.5;-3.5;212.6988162;46.36;1
475400;650.5;652.0;1.1;10.5;-3.5;213.079552;46.39;1
475500;648.5;650.0;1.1;10.5;-3.5;213.113064;46.42;1
475600;654.0;655.5;1.1;10.5;-3.5;213.1279914;46.46;1
475700;657.0;658.5;1.1;10.5;-3.5;213.3337571;46.5;1
475800;653.5;655.0;1.1;10.5;-3.5;213.1274587;46.53;1
475900;651.5;653.0;1.1;10.5;-3.5;213.0060831;46.56;1
476000;652.0;653.5;1.1;10.5;-3.5;213.3888392;46.6;1
476100;650.0;651.5;1.1;10.5;-3.5;213.1640538;46.64;1
476200;651.0;652.5;1.1;10.5;-3.5;213.2622459;46.67;1
476300;648.5;650.0;1.1;10.5;-3.5;213.0926955;46.7;1
476400;651.0;652.5;1.1;10.5;-3.5;213.1258226;46.74;1
476500;647.0;648.5;1.1;10.5;-3.5;212.6936912;46.78;1
476600;647.5;649.0;1.1;10.5;-3.5;212.9895044;46.81;1
476700;643.0;644.5;1.1;10.5;-3.5;212.7796689;46.84;1
476800;639.5;641.0;1.1;10.5;-3.5;212.7096546;46.88;1
476900;642.5;644.0;1.1;10.5;-3.5;212.9759566;46.92;1
477000;643.0;644.5;1.1;10.5;-3.5;212.9978651;46.95;1
477100;644.0;645.5;1.1;10.5;-3.5;213.0388229;46.98;1
477200;643.0;644.5;1.1;10.5;-3.5;212.8593105;47.02;1
477300;642.5;644.0;1.1;10.5;-3.5;213.0668552;47.06;1
477400;643.0;644.5;1.1;10.5;-3.5;213.1337435;47.09;1
477500;641.0;642.5;1.1;10.5;-3.5;213.0544105;47.12;1
477600;641.5;643.0;1.1;10.5;-3.5;213.0572518;47.16;1
477700;645.5;647.0;1.1;10.5;-3.5;213.2115202;47.2;1
477800;645.5;647.5;1.1;10.5;-3.5;213.3371576;47.23;1
477900;644.0;645.5;1.1;10.5;-3.5;213.1626223;47.26;1
478000;643.5;645.0;1.1;10.5;-3.5;213.2252587;47.3;1
478100;644.0;645.5;1.1;10.5;-3.5;213.3780631;47.34;1
478200;644.5;646.0;1.1;10.5;-3.5;213.2727834;47.37;1
478300;643.0;644.5;1.1;10.5;-3.5;213.4709002;47.4;1
478400;641.0;642.5;1.1;10.5;-3.5;213.3623431;47.44;1
478500;638.5;640.0;1.1;10.5;-3.5;213.2410235;47.48;1
478600;640.0;641.5;1.1;10.5;-3.5;213.5732915;47.51;1
478700;636.5;638.0;1.1;10.5;-3.5;213.0855613;47.54;1
478800;637.5;639.0;1.1;10.5;-3.5;213.1116124;47.58;1
478900;638.5;640.0;1.1;10.5;-3.5;213.3156678;47.62;1
479000;640.0;641.5;1.1;10.5;-3.5;213.5457783;47.65;1
479100;642.0;643.5;1.1;10.5;-3.5;213.7232246;47.68;1
479200;640.0;641.5;1.1;10.5;-3.5;213.5519287;47.72;1
479300;637.5;639.0;1.1;10.5;-3.5;213.507808;47.76;1
479400;641.0;642.5;1.1;10.5;-3.5;213.5682055;47.79;1
479500;636.0;637.5;1.1;10.5;-3.5;213.1144742;47.82;1
479600;637.5;639.0;1.1;10.5;-3.5;213.0714764;47.86;1
479700;642.5;644.0;1.1;10.5;-3.5;213.0914745;47.9;1
479800;648.5;650.0;1.1;10.5;-3.5;213.1987743;47.93;1
479900;650.0;651.5;1.1;10.5;-3.5;213.290471;47.96;1
480000;650.0;651.5;1.1;10.5;-3.5;213.3175997;48.0;1
480100;647.0;648.5;1.1;10.5;-3.5;213.1595671;48.04;1
480200;650.0;651.5;1.1;10.5;-3.5;213.4028505;48.07;1
480300;654.5;656.0;1.1;10.5;-3.5;213.7227231;48.1;1
480400;656.0;657.5;1.1;10.5;-3.5;213.6398641;48.14;1
480500;652.5;654.0;1.1;10.5;-3.5;213.5050069;48.18;1
480600;652.0;653.5;1.1;10.5;-3.5;213.376995;48.21;1
480700;651.0;652.5;1.1;10.5;-3.5;213.5777059;48.24;1
480800;648.0;649.5;1.1;10.5;-3.5;213.5445957;48.28;1
480900;650.0;651.5;1.1;10.5;-3.5;213.3594851;48.32;1
481000;652.5;654.0;1.1;10.5;-3.5;213.4331686;48.35;1
481100;649.5;651.0;1.1;10.5;-3.5;213.2978082;48.38;1
481200;648.0;649.5;1.1;10.5;-3.5;213.254929;48.42;1
481300;653.5;655.0;1.1;10.5;-3.5;213.1732635;48.46;1
481400;655.0;656.5;1.1;10.5;-3.5;213.3017164;48.49;1
481500;653.0;654.5;1.1;10.5;-3.5;213.2108685;48.52;1
481600;649.5;651.0;1.1;10.5;-3.5;213.1508121;48.56;1
481700;649.0;651.0;1.1;10.5;-3.5;213.25925;48.6;1
481800;647.5;649.0;1.1;10.5;-3.5;213.2363775;48.63;1
481900;647.0;648.5;1.1;10.5;-3.5;213.1706791;48.66;1
482000;647.0;648.5;1.1;10.5;-3.5;213.3797461;48.7;1
482100;652.0;653.5;1.1;10.5;-3.5;213.4766756;48.74;1
482200;649.0;650.5;1.1;10.5;-3.5;213.3941323;48.77;1
482300;648.5;650.0;1.1;10.5;-3.5;214.1191368;48.8;1
482400;651.0;652.5;1.1;10.5;-3.5;213.8880118;48.84;1
482500;650.0;651.5;1.1;10.5;-3.5;213.765833;48.88;1
482600;651.0;652.5;1.1;10.5;-3.5;213.6237102;48.91;1
482700;650.0;651.5;1.1;10.5;-3.5;213.7176465;48.94;1
482800;650.5;652.0;1.1;10.5;-3.5;213.6735593;48.98;1
482900;652.5;654.0;1.1;10.5;-3.5;213.3662753;49.02;1
483000;653.5;655.0;1.1;10.5;-3.5;213.4696598;49.05;1
483100;653.5;655.0;1.1;10.5;-3.5;213.4487346;49.08;1
483200;651.5;653.0;1.1;10.5;-3.5;213.3160785;49.12;1
483300;653.5;655.0;1.1;10.5;-3.5;213.3781015;49.16;1
483400;654.0;655.5;1.1;10.5;-3.5;213.4454235;49.19;1
483500;656.0;657.5;1.1;10.5;-3.5;213.7007201;49.22;1
483600;656.0;657.5;1.1;10.5;-3.5;213.6572244;49.26;1
483700;657.0;658.5;1.1;10.5;-3.5;213.5464156;49.3;1
483800;657.5;659.0;1.1;10.5;-3.5;213.3672567;49.33;1
483900;659.0;660.5;1.1;10.5;-3.5;213.4908519;49.36;1
484000;661.0;662.5;1.1;10.5;-3.5;213.4918675;49.4;1
484100;660.0;661.5;1.1;10.5;-3.5;213.4308784;49.44;1
484200;659.0;660.5;1.1;10.5;-3.5;212.9867685;49.47;1
484300;657.5;659.0;1.1;10.5;-3.5;212.9818644;49.5;1
484400;659.5;661.0;1.1;10.5;-3.5;213.0235031;49.54;1
484500;659.0;660.5;1.1;10.5;-3.5;212.9353053;49.58;1
484600;654.5;656.0;1.1;10.5;-3.5;212.6696541;49.61;1
484700;658.0;659.5;1.1;10.5;-3.5;212.8172875;49.64;1
484800;661.0;662.5;1.1;10.5;-3.5;213.3016138;49.68;1
484900;661.5;663.0;1.1;10.5;-3.5;213.405179;49.72;1
485000;666.0;667.5;1.1;10.5;-3.5;213.6359321;49.75;1
485100;667.0;668.5;1.1;10.5;-3.5;213.7606443;49.78;1
485200;668.0;669.5;1.1;10.5;-3.5;213.7832636;49.82;1
485300;667.5;669.0;1.1;10.5;-3.5;213.7720565;49.86;1
485400;667.5;669.0;1.1;10.5;-3.5;213.7221374;49.89;1
485500;665.0;666.5;1.1;10.5;-3.5;213.740968;49.92;1
485600;665.5;667.0;1.1;10.5;-3.5;213.7493426;49.96;1
485700;670.5;672.0;1.1;10.5;-3.5;214.2239578;50.0;1
485800;667.5;669.0;1.1;10.5;-3.5;214.450335;50.03;1
485900;665.0;666.5;1.1;10.5;-3.5;214.2802613;50.06;1
486000;663.0;664.5;1.1;10.5;-3.5;214.3064126;50.1;1
486100;662.0;663.5;1.1;10.5;-3.5;214.2795629;50.14;1
486200;660.5;662.0;1.1;10.5;-3.5;214.0423897;50.17;1
486300;657.0;658.5;1.1;10.5;-3.5;213.8296746;50.2;1
486400;656.5;658.0;1.1;10.5;-3.5;213.5778182;50.24;1
486500;656.5;658.0;1.1;10.5;-3.5;213.690901;50.28;1
486600;649.0;650.5;1.1;10.5;-3.5;213.4566629;50.31;1
486700;647.0;648.5;1.1;10.5;-3.5;213.4277791;50.34;1
486800;647.5;649.0;1.1;10.5;-3.5;213.5447767;50.38;1
486900;645.5;647.0;1.1;10.5;-3.5;213.4390755;50.42;1
487000;644.5;646.0;1.1;10.5;-3.5;213.7786983;50.45;1
487100;646.0;647.5;1.1;10.5;-3.5;213.9817458;50.48;1
487200;648.5;650.0;1.1;10.5;-3.5;214.1410318;50.52;1
487300;648.0;649.5;1.1;10.5;-3.5;214.0389394;50.56;1
487400;652.5;654.0;1.1;10.5;-3.5;214.3538705;50.59;1
487500;650.5;652.0;1.1;10.5;-3.5;214.0774714;50.62;1
487600;649.5;651.0;1.1;10.5;-3.5;213.9576181;50.66;1
487700;649.0;650.5;1.1;10.5;-3.5;214.0078834;50.7;1
487800;650.5;652.0;1.1;10.5;-3.5;214.5478836;50.73;1
487900;654.5;656.0;1.1;10.5;-3.5;214.6649795;50.76;1
488000;659.5;661.0;1.1;10.5;-3.5;214.8663817;50.8;1
488100;656.0;657.5;1.1;10.5;-3.5;214.539324;50.84;1
488200;657.5;659.0;1.1;10.5;-3.5;214.7545524;50.87;1
488300;660.0;661.5;1.1;10.5;-3.5;214.9530977;50.9;1
488400;658.0;659.5;1.1;10.5;-3.5;215.0213321;50.94;1
488500;660.0;661.5;1.1;10.5;-3.5;215.1237599;50.98;1
488600;664.0;665.5;1.1;10.5;-3.5;215.5135915;51.01;1
488700;661.5;663.0;1.1;10.5;-3.5;215.2770395;51.04;1
488800;660.0;661.5;1.1;10.5;-3.5;215.2017814;51.08;1
488900;660.0;661.5;1.1;10.5;-3.5;215.0826263;51.12;1
489000;662.0;663.5;1.1;10.5;-3.5;215.0821548;51.15;1
489100;663.0;664.5;1.1;10.5;-3.5;215.0512311;51.18;1
489200;660.5;662.0;1.1;10.5;-3.5;214.7482388;51.22;1
489300;662.5;664.0;1.1;10.5;-3.5;214.7525345;51.26;1
489400;662.0;663.5;1.1;10.5;-3.5;214.9485688;51.29;1
489500;659.0;660.5;1.1;10.5;-3.5;214.8566071;51.32;1
489600;658.5;660.0;1.1;10.5;-3.5;214.8724777;51.36;1
489700;660.0;661.5;1.1;10.5;-3.5;215.047324;51.4;1
489800;657.0;658.5;1.1;10.5;-3.5;214.694001;51.43;1
489900;659.0;660.5;1.1;10.5;-3.5;214.9487059;51.46;1
490000;656.5;658.0;1.1;10.5;-3.5;214.6657756;51.5;1
490100;658.0;659.5;1.1;10.5;-3.5;214.7205732;51.54;1
490200;659.5;661.0;1.1;10.5;-3.5;214.6063925;51.57;1
490300;661.5;663.0;1.1;10.5;-3.5;214.7358802;51.6;1
490400;664.0;665.5;1.1;10.5;-3.5;214.8692244;51.64;1
490500;666.0;667.5;1.1;10.5;-3.5;214.990592;51.68;1
490600;663.5;665.0;1.1;10.5;-3.5;214.817825;51.71;1
490700;665.0;666.5;1.1;10.5;-3.5;214.9172137;51.74;1
490800;664.5;666.0;1.1;10.5;-3.5;214.8205649;51.78;1
490900;665.5;667.0;1.1;10.5;-3.5;215.0410628;51.82;1
491000;663.5;665.0;1.1;10.5;-3.5;214.9948659;51.85;1
491100;663.5;665.0;1.1;10.5;-3.5;214.8156077;51.88;1
491200;662.5;664.0;1.1;10.5;-3.5;214.6904349;51.92;1
491300;663.0;664.5;1.1;10.5;-3.5;214.9065634;51.96;1
491400;659.0;660.5;1.1;10.5;-3.5;214.781913;51.99;1
491500;663.5;665.0;1.1;10.5;-3.5;215.0296603;52.02;1
491600;663.5;665.0;1.1;10.5;-3.5;214.9392295;52.06;1
491700;664.5;666.0;1.1;10.5;-3.5;215.0737968;52.1;1
491800;667.5;669.0;1.1;10.5;-3.5;215.2721115;52.13;1
491900;664.0;665.5;1.1;10.5;-3.5;215.1723526;52.16;1
492000;665.5;667.0;1.1;10.5;-3.5;215.3114324;52.2;1
492100;666.0;667.5;1.1;10.5;-3.5;215.3198193;52.24;1
492200;668.5;670.0;1.1;10.5;-3.5;215.4703767;52.27;1
492300;670.5;672.0;1.1;10.5;-3.5;215.8599388;52.3;1
492400;670.0;672.0;1.1;10.5;-3.5;216.2843559;52.34;1
492500;670.0;671.5;1.1;10.5;-3.5;216.1156211;52.38;1
492600;673.5;675.0;1.1;10.5;-3.5;216.282059;52.41;1
492700;670.5;672.0;1.1;10.5;-3.5;216.2546449;52.44;1
492800;669.5;671.0;1.1;10.5;-3.5;216.207215;52.48;1
492900;671.5;673.0;1.1;10.5;-3.5;216.3997281;52.52;1
493000;674.5;676.0;1.1;10.5;-3.5;216.5139861;52.55;1
493100;674.5;676.0;1.1;10.5;-3.5;216.2030528;52.58;1
493200;673.0;674.5;1.1;10.5;-3.5;216.102645;52.62;1
493300;674.0;675.5;1.1;10.5;-3.5;216.1266615;52.66;1
493400;674.0;675.5;1.1;10.5;-3.5;216.0484406;52.69;1
493500;670.0;671.5;1.1;10.5;-3.5;215.84146;52.72;1
493600;672.0;673.5;1.1;10.5;-3.5;215.5502992;52.76;1
493700;676.5;678.0;1.1;10.5;-3.5;215.7996921;52.8;1
493800;674.5;676.0;1.1;10.5;-3.5;215.909979;52.83;1
493900;674.5;676.0;1.1;10.5;-3.5;216.0470011;52.86;1
494000;677.0;678.5;1.1;10.5;-3.5;216.0973329;52.9;1
494100;678.0;679.5;1.1;10.5;-3.5;216.0340273;52.94;1
494200;676.5;678.0;1.1;10.5;-3.5;216.1122265;52.97;1
494300;677.5;679.0;1.1;10.5;-3.5;216.2279656;53.0;1
494400;678.5;680.0;1.1;10.5;-3.5;216.2502382;53.04;1
494500;675.5;677.0;1.1;10.5;-3.5;216.0268449;53.08;1
494600;679.0;680.5;1.1;10.5;-3.5;216.1938425;53.11;1
494700;683.5;685.0;1.1;10.5;-3.5;216.3926941;53.14;1
494800;684.5;686.0;1.1;10.5;-3.5;216.6621084;53.18;1
494900;688.0;689.5;1.1;10.5;-3.5;216.7538064;53.22;1
495000;684.5;686.0;1.1;10.5;-3.5;216.6604032;53.25;1
495100;685.5;687.0;1.1;10.5;-3.5;216.6976583;53.28;1
495200;686.0;687.5;1.1;10.5;-3.5;216.7251975;53.32;1
495300;686.5;688.0;1.1;10.5;-3.5;216.818448;53.36;1
495400;683.5;685.0;1.1;10.5;-3.5;216.5211346;53.39;1
495500;684.5;686.0;1.1;10.5;-3.5;216.3511718;53.42;1
495600;686.5;688.0;1.1;10.5;-3.5;216.3709969;53.46;1
495700;686.5;688.0;1.1;10.5;-3.5;216.6091548;53.5;1
495800;685.5;687.0;1.1;10.5;-3.5;216.5381122;53.53;1
495900;689.0;690.5;1.1;10.5;-3.5;216.6848875;53.56;1
496000;688.5;690.0;1.1;10.5;-3.5;216.838693;53.6;1
496100;686.5;688.0;1.1;10.5;-3.5;216.4740259;53.64;1
496200;687.5;689.0;1.1;10.5;-3.5;216.435069;53.67;1
496300;694.5;696.0;1.1;10.5;-3.5;216.618887;53.7;1
496400;696.0;697.5;1.1;10.5;-3.5;216.6552931;53.74;1
496500;696.5;698.0;1.1;10.5;-3.5;216.7742895;53.78;1
496600;698.5;700.0;1.1;10.5;-3.5;217.0026252;53.81;1
496700;698.0;699.5;1.1;10.5;-3.5;216.9996671;53.84;1
496800;693.0;694.5;1.1;10.5;-3.5;216.547616;53.88;1
496900;692.5;694.5;1.1;10.5;-3.5;216.5450539;53.92;1
497000;695.0;696.5;1.1;10.5;-3.5;217.0904717;53.95;1
497100;693.5;695.0;1.1;10.5;-3.5;217.058922;53.98;1
497200;692.5;694.0;1.1;10.5;-3.5;217.1405895;54.02;1
497300;695.0;696.5;1.1;10.5;-3.5;217.1181638;54.06;1
497400;692.5;694.0;1.1;10.5;-3.5;217.2628198;54.09;1
497500;697.5;699.0;1.1;10.5;-3.5;217.3643101;54.12;1
497600;697.0;698.5;1.1;10.5;-3.5;216.9725585;54.16;1
497700;695.5;697.0;1.1;10.5;-3.5;216.777884;54.2;1
497800;696.0;697.5;1.1;10.5;-3.5;216.6042089;54.23;1
497900;702.0;703.5;1.1;10.5;-3.5;216.7145214;54.26;1
498000;700.5;702.0;1.1;10.5;-3.5;216.7250723;54.3;1
498100;702.0;703.5;1.1;10.5;-3.5;216.6776494;54.34;1
498200;702.0;703.5;1.1;10.5;-3.5;216.9306118;54.37;1
498300;700.5;702.0;1.1;10.5;-3.5;216.8544696;54.4;1
498400;700.5;702.0;1.1;10.5;-3.5;216.7479172;54.44;1
498500;700.0;701.5;1.1;10.5;-3.5;216.7603948;54.48;1
498600;700.0;701.5;1.1;10.5;-3.5;216.7521954;54.51;1
498700;701.5;703.0;1.1;10.5;-3.5;217.0358191;54.54;1
498800;702.0;703.5;1.1;10.5;-3.5;217.0192388;54.58;1
498900;703.5;705.0;1.1;10.5;-3.5;217.2612048;54.62;1
499000;703.5;705.0;1.1;10.5;-3.5;217.1067838;54.65;1
499100;703.5;705.0;1.1;10.5;-3.5;217.270222;54.68;1
499200;705.0;706.5;1.1;10.5;-3.5;217.2801703;54.72;1
499300;706.5;708.0;1.1;10.5;-3.5;217.4134638;54.76;1
499400;705.0;706.5;1.1;10.5;-3.5;217.3122594;54.79;1
499500;707.0;708.5;1.1;10.5;-3.5;217.1938677;54.82;1
499600;710.0;711.5;1.1;10.5;-3.5;217.2273716;54.86;1
499700;710.0;711.5;1.1;10.5;-3.5;217.2961533;54.9;1
499800;712.0;713.5;1.1;10.5;-3.5;217.2514751;54.93;1
499900;709.0;710.5;1.1;10.5;-3.5;216.9310876;54.96;1
